"","demonimador","numerador","Frequência","Qtd_0_Denom","Qtd_1_Denom","D0N0","D0N1","D1N0","D1N1"
"391","D18","Licenca_Medica","0.1875","116","16","101","15","13","3"
"392","D19","Licenca_Medica","0.142857142857143","125","7","108","17","6","1"
"393","D2","Licenca_Medica","0.25","124","8","108","16","6","2"
"394","D20","Licenca_Medica","0.25","124","8","108","16","6","2"
"395","D21","Licenca_Medica","0.142857142857143","125","7","108","17","6","1"
"396","D22","Licenca_Medica","0.5","130","2","113","17","1","1"
"397","D23","Licenca_Medica","0","130","2","112","18","2","0"
"398","D24","Licenca_Medica","0.153846153846154","106","26","92","14","22","4"
"399","D25","Licenca_Medica","0","128","4","110","18","4","0"
"400","D26","Licenca_Medica","0.5","130","2","113","17","1","1"
"401","D27","Licenca_Medica","0.2","127","5","110","17","4","1"
"402","D28","Licenca_Medica","0.166666666666667","126","6","109","17","5","1"
"403","D29","Licenca_Medica","0.19047619047619","90","42","80","10","34","8"
"404","D3","Licenca_Medica","0","130","2","112","18","2","0"
"405","D30","Licenca_Medica","0.161290322580645","70","62","62","8","52","10"
"406","D31","Licenca_Medica","0.25","116","16","102","14","12","4"
"407","D32","Licenca_Medica","0.162162162162162","95","37","83","12","31","6"
"408","D33","Licenca_Medica","0","121","11","103","18","11","0"
"409","D34","Licenca_Medica","0.666666666666667","129","3","113","16","1","2"
"410","D35","Licenca_Medica","0.5","130","2","113","17","1","1"
"411","D36","Licenca_Medica","0.428571428571429","125","7","110","15","4","3"
"412","D37","Licenca_Medica","0.272727272727273","110","22","98","12","16","6"
"413","D38","Licenca_Medica","0.5","130","2","113","17","1","1"
"414","D39","Licenca_Medica","0.0666666666666667","117","15","100","17","14","1"
"415","D4","Licenca_Medica","0.25","128","4","111","17","3","1"
"416","D40","Licenca_Medica","0.75","128","4","113","15","1","3"
"417","D41","Licenca_Medica","0.428571428571429","125","7","110","15","4","3"
"418","D42","Licenca_Medica","0.333333333333333","129","3","112","17","2","1"
"419","D43","Licenca_Medica","0.333333333333333","129","3","112","17","2","1"
"420","D44","Licenca_Medica","0.157894736842105","94","38","82","12","32","6"
"421","D45","Licenca_Medica","0.0909090909090909","121","11","104","17","10","1"
"422","D46","Licenca_Medica","0.105263157894737","94","38","80","14","34","4"
"423","D47","Licenca_Medica","0.0909090909090909","121","11","104","17","10","1"
"424","D48","Licenca_Medica","0.115384615384615","106","26","91","15","23","3"
"425","D49","Licenca_Medica","0.0833333333333333","120","12","103","17","11","1"
"426","D5","Licenca_Medica","0.666666666666667","129","3","113","16","1","2"
"427","D50","Licenca_Medica","0.5","130","2","113","17","1","1"
"428","D51","Licenca_Medica","1","131","1","114","17","0","1"
"429","D52","Licenca_Medica","0","130","2","112","18","2","0"
"430","D53","Licenca_Medica","0","130","2","112","18","2","0"
"431","D9","Licenca_Medica","1","131","1","114","17","0","1"
"432","RMDQ1_v1","Licenca_Medica","0.072463768115942","111","69","97","14","64","5"
"433","RMDQ2_v1","Licenca_Medica","0.0810810810810811","106","74","93","13","68","6"
"434","RMDQ3_v1","Licenca_Medica","0.0579710144927536","113","69","98","15","65","4"
"435","RMDQ4_v1","Licenca_Medica","0.04","132","50","115","17","48","2"
"436","RMDQ5_v1","Licenca_Medica","0.0645161290322581","120","62","105","15","58","4"
"437","RMDQ6_v1","Licenca_Medica","0.0816326530612245","133","49","118","15","45","4"
"438","RMDQ7_v1","Licenca_Medica","0.0909090909090909","148","33","132","16","30","3"
"439","RMDQ8_v1","Licenca_Medica","0.125","173","8","155","18","7","1"
"440","RMDQ9_v1","Licenca_Medica","0.107142857142857","153","28","137","16","25","3"
"441","RMDQ10_v1","Licenca_Medica","0.117647058823529","147","34","132","15","30","4"
"442","RMDQ11_v1","Licenca_Medica","0.114285714285714","146","35","131","15","31","4"
"443","RMDQ12_v1","Licenca_Medica","0.105263157894737","143","38","128","15","34","4"
"444","RMDQ13_v1","Licenca_Medica","0.0789473684210526","143","38","127","16","35","3"
"445","RMDQ14_v1","Licenca_Medica","0.0975609756097561","140","41","125","15","37","4"
"446","RMDQ15_v1","Licenca_Medica","0.125","157","24","141","16","21","3"
"447","RMDQ16_v1","Licenca_Medica","0.1","151","30","135","16","27","3"
"448","RMDQ17_v1","Licenca_Medica","0.1","141","40","126","15","36","4"
"449","RMDQ18_v1","Licenca_Medica","0.133333333333333","151","30","136","15","26","4"
"450","RMDQ19_v1","Licenca_Medica","0.153846153846154","155","26","140","15","22","4"
"451","RMDQ20_v1","Licenca_Medica","0.129032258064516","150","31","135","15","27","4"
"452","RMDQ21_v1","Licenca_Medica","0.1","141","40","126","15","36","4"
"453","RMDQ22_v1","Licenca_Medica","0.125","149","32","134","15","28","4"
"454","RMDQ23_v1","Licenca_Medica","0.129032258064516","150","31","135","15","27","4"
"455","RMDQ24_v1","Licenca_Medica","0.137931034482759","152","29","137","15","25","4"
"456","Fuma","Aposentado_Invalidez","0.113636363636364","138","44","135","3","39","5"
"457","Cirurgia_coluna","Aposentado_Invalidez","0.028169014084507","110","71","107","3","69","2"
"458","Aposentado","Aposentado_Invalidez","0.0285714285714286","159","35","152","7","34","1"
"459","Desempregado","Aposentado_Invalidez","0.103448275862069","162","29","157","5","26","3"
"460","Licenca_Medica","Aposentado_Invalidez","0.166666666666667","174","18","169","5","15","3"
"461","Aposentado_Invalidez","Aposentado_Invalidez","1","189","8","189","0","0","8"
"462","Analg.e9.sicos","Aposentado_Invalidez","0.0555555555555556","64","126","63","1","119","7"
"463","OutraDoenca","Aposentado_Invalidez","0.0694444444444444","120","72","117","3","67","5"
"464","Dor_costas","Aposentado_Invalidez","0.0608695652173913","75","115","74","1","108","7"
"465","Dor_pernas","Aposentado_Invalidez","0.11864406779661","129","59","128","1","52","7"
"466","Retornar_trabalho","Aposentado_Invalidez","0.19047619047619","153","21","150","3","17","4"
"467","Masc","Aposentado_Invalidez","0.03125","69","128","65","4","124","4"
"468","Fem","Aposentado_Invalidez","0.0579710144927536","128","69","124","4","65","4"
"469","Casado_Amasiado","Aposentado_Invalidez","0.036144578313253","103","83","98","5","80","3"
"470","Solteiro","Aposentado_Invalidez","0.051948051948052","109","77","105","4","73","4"
"471","Separado_Divorciado","Aposentado_Invalidez","0","178","8","170","8","8","0"
"472","X4","Aposentado_Invalidez","0","183","3","175","8","3","0"
"473","X5","Aposentado_Invalidez","0","182","4","174","8","4","0"
"474","X6","Aposentado_Invalidez","0.0909090909090909","175","11","168","7","10","1"
"475","Livrar_costas","Aposentado_Invalidez","0.0588235294117647","15","102","13","2","96","6"
"476","Livrar_perna","Aposentado_Invalidez","0.153846153846154","104","13","98","6","11","2"
"477","Livrar_perda_sens","Aposentado_Invalidez","0","115","2","107","8","2","0"
"478","D1","Aposentado_Invalidez","0","130","1","122","8","1","0"
"479","D15","Aposentado_Invalidez","0.166666666666667","125","6","118","7","5","1"
"480","D16","Aposentado_Invalidez","0.157894736842105","112","19","107","5","16","3"
"481","D17","Aposentado_Invalidez","0","126","5","118","8","5","0"
"482","D18","Aposentado_Invalidez","0.0625","115","16","108","7","15","1"
"483","D19","Aposentado_Invalidez","0.142857142857143","124","7","117","7","6","1"
"484","D2","Aposentado_Invalidez","0.125","123","8","116","7","7","1"
"485","D20","Aposentado_Invalidez","0.125","123","8","116","7","7","1"
"486","D21","Aposentado_Invalidez","0","124","7","116","8","7","0"
"487","D22","Aposentado_Invalidez","0","129","2","121","8","2","0"
"488","D23","Aposentado_Invalidez","0","129","2","121","8","2","0"
"489","D24","Aposentado_Invalidez","0.115384615384615","105","26","100","5","23","3"
"490","D25","Aposentado_Invalidez","0","127","4","119","8","4","0"
"491","D26","Aposentado_Invalidez","0","129","2","121","8","2","0"
"492","D27","Aposentado_Invalidez","0.2","126","5","119","7","4","1"
"493","D28","Aposentado_Invalidez","0","125","6","117","8","6","0"
"494","D29","Aposentado_Invalidez","0.119047619047619","89","42","86","3","37","5"
"495","D3","Aposentado_Invalidez","0.5","129","2","122","7","1","1"
"496","D30","Aposentado_Invalidez","0.114754098360656","70","61","69","1","54","7"
"497","D31","Aposentado_Invalidez","0.0625","115","16","108","7","15","1"
"498","D32","Aposentado_Invalidez","0.111111111111111","95","36","91","4","32","4"
"499","D33","Aposentado_Invalidez","0","121","10","113","8","10","0"
"500","D34","Aposentado_Invalidez","0","128","3","120","8","3","0"
"501","D35","Aposentado_Invalidez","0","129","2","121","8","2","0"
"502","D36","Aposentado_Invalidez","0","124","7","116","8","7","0"
"503","D37","Aposentado_Invalidez","0.0909090909090909","109","22","103","6","20","2"
"504","D38","Aposentado_Invalidez","0","129","2","121","8","2","0"
"505","D39","Aposentado_Invalidez","0.0666666666666667","116","15","109","7","14","1"
"506","D4","Aposentado_Invalidez","0.25","127","4","120","7","3","1"
"507","D40","Aposentado_Invalidez","0","127","4","119","8","4","0"
"508","D41","Aposentado_Invalidez","0.142857142857143","124","7","117","7","6","1"
"509","D42","Aposentado_Invalidez","0","128","3","120","8","3","0"
"510","D43","Aposentado_Invalidez","0","128","3","120","8","3","0"
"511","D44","Aposentado_Invalidez","0.108108108108108","94","37","90","4","33","4"
"512","D45","Aposentado_Invalidez","0.1","121","10","114","7","9","1"
"513","D46","Aposentado_Invalidez","0.131578947368421","93","38","90","3","33","5"
"514","D47","Aposentado_Invalidez","0.181818181818182","120","11","114","6","9","2"
"515","D48","Aposentado_Invalidez","0.0769230769230769","105","26","99","6","24","2"
"516","D49","Aposentado_Invalidez","0","119","12","111","8","12","0"
"517","D5","Aposentado_Invalidez","0","128","3","120","8","3","0"
"518","D50","Aposentado_Invalidez","0","129","2","121","8","2","0"
"519","D51","Aposentado_Invalidez","0","130","1","122","8","1","0"
"520","D52","Aposentado_Invalidez","0","129","2","121","8","2","0"
"521","D53","Aposentado_Invalidez","0","129","2","121","8","2","0"
"522","D9","Aposentado_Invalidez","0","130","1","122","8","1","0"
"523","RMDQ1_v1","Aposentado_Invalidez","0.0895522388059701","111","67","109","2","61","6"
"524","RMDQ2_v1","Aposentado_Invalidez","0.0684931506849315","105","73","102","3","68","5"
"525","RMDQ3_v1","Aposentado_Invalidez","0.0434782608695652","111","69","106","5","66","3"
"526","RMDQ4_v1","Aposentado_Invalidez","0","129","51","121","8","51","0"
"527","RMDQ5_v1","Aposentado_Invalidez","0.0634920634920635","117","63","113","4","59","4"
"528","RMDQ6_v1","Aposentado_Invalidez","0.08","130","50","126","4","46","4"
"529","RMDQ7_v1","Aposentado_Invalidez","0.121212121212121","146","33","142","4","29","4"
"530","RMDQ8_v1","Aposentado_Invalidez","0","171","8","163","8","8","0"
"531","RMDQ9_v1","Aposentado_Invalidez","0.142857142857143","151","28","147","4","24","4"
"532","RMDQ10_v1","Aposentado_Invalidez","0.117647058823529","145","34","141","4","30","4"
"533","RMDQ11_v1","Aposentado_Invalidez","0.111111111111111","143","36","139","4","32","4"
"534","RMDQ12_v1","Aposentado_Invalidez","0.105263157894737","141","38","137","4","34","4"
"535","RMDQ13_v1","Aposentado_Invalidez","0.1","139","40","135","4","36","4"
"536","RMDQ14_v1","Aposentado_Invalidez","0.0731707317073171","138","41","133","5","38","3"
"537","RMDQ15_v1","Aposentado_Invalidez","0.12","154","25","149","5","22","3"
"538","RMDQ16_v1","Aposentado_Invalidez","0.0967741935483871","148","31","143","5","28","3"
"539","RMDQ17_v1","Aposentado_Invalidez","0.075","139","40","134","5","37","3"
"540","RMDQ18_v1","Aposentado_Invalidez","0.1","149","30","144","5","27","3"
"541","RMDQ19_v1","Aposentado_Invalidez","0.153846153846154","153","26","149","4","22","4"
"542","RMDQ20_v1","Aposentado_Invalidez","0.129032258064516","148","31","144","4","27","4"
"543","RMDQ21_v1","Aposentado_Invalidez","0.102564102564103","140","39","136","4","35","4"
"544","RMDQ22_v1","Aposentado_Invalidez","0.125","147","32","143","4","28","4"
"545","RMDQ23_v1","Aposentado_Invalidez","0.129032258064516","148","31","144","4","27","4"
"546","RMDQ24_v1","Aposentado_Invalidez","0.137931034482759","150","29","146","4","25","4"
"547","Fuma","Analg.e9.sicos","0.688888888888889","141","45","49","92","14","31"
"548","Cirurgia_coluna","Analg.e9.sicos","0.684210526315789","122","76","39","83","24","52"
"549","Aposentado","Analg.e9.sicos","0.657142857142857","158","35","54","104","12","23"
"550","Desempregado","Analg.e9.sicos","0.642857142857143","161","28","54","107","10","18"
"551","Licenca_Medica","Analg.e9.sicos","0.578947368421053","172","19","58","114","8","11"
"552","Aposentado_Invalidez","Analg.e9.sicos","0.875","182","8","63","119","1","7"
"553","Analg.e9.sicos","Analg.e9.sicos","1","68","147","68","0","0","147"
"554","OutraDoenca","Analg.e9.sicos","0.706666666666667","124","75","45","79","22","53"
"555","Dor_costas","Analg.e9.sicos","0.811475409836066","78","122","41","37","23","99"
"556","Dor_pernas","Analg.e9.sicos","0.84375","134","64","54","80","10","54"
"557","Retornar_trabalho","Analg.e9.sicos","0.857142857142857","171","21","56","115","3","18"
"558","Masc","Analg.e9.sicos","0.713286713286713","72","143","27","45","41","102"
"559","Fem","Analg.e9.sicos","0.625","143","72","41","102","27","45"
"560","Casado_Amasiado","Analg.e9.sicos","0.691358024691358","106","81","40","66","25","56"
"561","Solteiro","Analg.e9.sicos","0.6","107","80","33","74","32","48"
"562","Separado_Divorciado","Analg.e9.sicos","0.75","179","8","63","116","2","6"
"563","X4","Analg.e9.sicos","0.666666666666667","184","3","64","120","1","2"
"564","X5","Analg.e9.sicos","0.25","183","4","62","121","3","1"
"565","X6","Analg.e9.sicos","0.818181818181818","176","11","63","113","2","9"
"566","Livrar_costas","Analg.e9.sicos","0.796296296296296","15","108","4","11","22","86"
"567","Livrar_perna","Analg.e9.sicos","0.785714285714286","109","14","23","86","3","11"
"568","Livrar_perda_sens","Analg.e9.sicos","0","122","1","25","97","1","0"
"569","D1","Analg.e9.sicos","1","129","1","42","87","0","1"
"570","D15","Analg.e9.sicos","0.428571428571429","123","7","38","85","4","3"
"571","D16","Analg.e9.sicos","0.9","110","20","40","70","2","18"
"572","D17","Analg.e9.sicos","0.8","125","5","41","84","1","4"
"573","D18","Analg.e9.sicos","0.866666666666667","115","15","40","75","2","13"
"574","D19","Analg.e9.sicos","0.833333333333333","124","6","41","83","1","5"
"575","D2","Analg.e9.sicos","0.875","122","8","41","81","1","7"
"576","D20","Analg.e9.sicos","0.857142857142857","123","7","41","82","1","6"
"577","D21","Analg.e9.sicos","0.857142857142857","123","7","41","82","1","6"
"578","D22","Analg.e9.sicos","1","129","1","42","87","0","1"
"579","D23","Analg.e9.sicos","1","128","2","42","86","0","2"
"580","D24","Analg.e9.sicos","0.653846153846154","104","26","33","71","9","17"
"581","D25","Analg.e9.sicos","0.75","126","4","41","85","1","3"
"582","D26","Analg.e9.sicos","1","128","2","42","86","0","2"
"583","D27","Analg.e9.sicos","0.8","125","5","41","84","1","4"
"584","D28","Analg.e9.sicos","0.666666666666667","124","6","40","84","2","4"
"585","D29","Analg.e9.sicos","0.833333333333333","88","42","35","53","7","35"
"586","D3","Analg.e9.sicos","1","128","2","42","86","0","2"
"587","D30","Analg.e9.sicos","0.854838709677419","68","62","33","35","9","53"
"588","D31","Analg.e9.sicos","0.529411764705882","113","17","34","79","8","9"
"589","D32","Analg.e9.sicos","0.891891891891892","93","37","38","55","4","33"
"590","D33","Analg.e9.sicos","0.666666666666667","118","12","38","80","4","8"
"591","D34","Analg.e9.sicos","0.666666666666667","127","3","41","86","1","2"
"592","D35","Analg.e9.sicos","1","128","2","42","86","0","2"
"593","D36","Analg.e9.sicos","0.375","122","8","37","85","5","3"
"594","D37","Analg.e9.sicos","0.818181818181818","108","22","38","70","4","18"
"595","D38","Analg.e9.sicos","0.333333333333333","127","3","40","87","2","1"
"596","D39","Analg.e9.sicos","0.933333333333333","115","15","41","74","1","14"
"597","D4","Analg.e9.sicos","1","126","4","42","84","0","4"
"598","D40","Analg.e9.sicos","0.4","125","5","39","86","3","2"
