"","demonimador","numerador","Frequência","Qtd_0_Denom","Qtd_1_Denom","D0N0","D0N1","D1N0","D1N1"
"1783","D53","X5","0","134","2","132","2","2","0"
"1784","D9","X5","0","135","1","133","2","1","0"
"1785","RMDQ1_v1","X5","0.0428571428571429","111","70","110","1","67","3"
"1786","RMDQ2_v1","X5","0.04","106","75","105","1","72","3"
"1787","RMDQ3_v1","X5","0.0151515151515152","117","66","114","3","65","1"
"1788","RMDQ4_v1","X5","0","136","47","132","4","47","0"
"1789","RMDQ5_v1","X5","0.0163934426229508","122","61","119","3","60","1"
"1790","RMDQ6_v1","X5","0.0208333333333333","135","48","132","3","47","1"
"1791","RMDQ7_v1","X5","0.0303030303030303","149","33","146","3","32","1"
"1792","RMDQ8_v1","X5","0","174","8","170","4","8","0"
"1793","RMDQ9_v1","X5","0.0344827586206897","153","29","150","3","28","1"
"1794","RMDQ10_v1","X5","0.0294117647058824","148","34","145","3","33","1"
"1795","RMDQ11_v1","X5","0.0277777777777778","146","36","143","3","35","1"
"1796","RMDQ12_v1","X5","0.0277777777777778","146","36","143","3","35","1"
"1797","RMDQ13_v1","X5","0.0263157894736842","144","38","141","3","37","1"
"1798","RMDQ14_v1","X5","0.05","142","40","140","2","38","2"
"1799","RMDQ15_v1","X5","0.0416666666666667","158","24","155","3","23","1"
"1800","RMDQ16_v1","X5","0.032258064516129","151","31","148","3","30","1"
"1801","RMDQ17_v1","X5","0.0256410256410256","143","39","140","3","38","1"
"1802","RMDQ18_v1","X5","0.032258064516129","151","31","148","3","30","1"
"1803","RMDQ19_v1","X5","0.037037037037037","155","27","152","3","26","1"
"1804","RMDQ20_v1","X5","0.03125","150","32","147","3","31","1"
"1805","RMDQ21_v1","X5","0.025","142","40","139","3","39","1"
"1806","RMDQ22_v1","X5","0.0303030303030303","149","33","146","3","32","1"
"1807","RMDQ23_v1","X5","0.032258064516129","151","31","148","3","30","1"
"1808","RMDQ24_v1","X5","0.0333333333333333","152","30","149","3","29","1"
"1809","DN4_1a_v1","X5","0.037037037037037","102","81","100","2","78","3"
"1810","DN4_1b_v1","X5","0","142","40","137","5","40","0"
"1811","DN4_1c_v1","X5","0.0384615384615385","133","52","130","3","50","2"
"1812","DN4_2a_v1","X5","0.0425531914893617","138","47","135","3","45","2"
"1813","DN4_2b_v1","X5","0.0363636363636364","130","55","127","3","53","2"
"1814","DN4_2c_v1","X5","0.0740740740740741","129","54","128","1","50","4"
"1815","DN4_2d_v1","X5","0","178","7","173","5","7","0"
"1816","DN4_3a_v1","X5","0","179","6","174","5","6","0"
"1817","DN4_3b_v1","X5","0","178","7","173","5","7","0"
"1818","DN4_4_v1","X5","0","180","5","175","5","5","0"
"1819","Fuma","X6","0.108695652173913","147","46","141","6","41","5"
"1820","Cirurgia_coluna","X6","0.0972222222222222","106","72","103","3","65","7"
"1821","Aposentado","X6","0.205882352941176","156","34","152","4","27","7"
"1822","Desempregado","X6","0.0384615384615385","160","26","150","10","25","1"
"1823","Licenca_Medica","X6","0.0526315789473684","169","19","159","10","18","1"
"1824","Aposentado_Invalidez","X6","0.125","178","8","168","10","7","1"
"1825","Analg.e9.sicos","X6","0.0737704918032787","65","122","63","2","113","9"
"1826","OutraDoenca","X6","0.072463768115942","120","69","114","6","64","5"
"1827","Dor_costas","X6","0.055045871559633","77","109","72","5","103","6"
"1828","Dor_pernas","X6","0.0806451612903226","123","62","117","6","57","5"
"1829","Retornar_trabalho","X6","0.19047619047619","146","21","141","5","17","4"
"1830","Masc","X6","0.0895522388059701","68","134","68","0","122","12"
"1831","Fem","X6","0","134","68","122","12","68","0"
"1832","Casado_Amasiado","X6","0","117","85","105","12","85","0"
"1833","Solteiro","X6","0","114","88","102","12","88","0"
"1834","Separado_Divorciado","X6","0","194","8","182","12","8","0"
"1835","X4","X6","0","199","3","187","12","3","0"
"1836","X5","X6","0","196","6","184","12","6","0"
"1837","X6","X6","1","190","12","190","0","0","12"
"1838","Livrar_costas","X6","0.0618556701030928","15","97","14","1","91","6"
"1839","Livrar_perna","X6","0.0714285714285714","98","14","92","6","13","1"
"1840","Livrar_perda_sens","X6","0","111","1","104","7","1","0"
"1841","D1","X6","0","135","1","125","10","1","0"
"1842","D15","X6","0","129","7","119","10","7","0"
"1843","D16","X6","0.15","116","20","109","7","17","3"
"1844","D17","X6","0","131","5","121","10","5","0"
"1845","D18","X6","0","120","16","110","10","16","0"
"1846","D19","X6","0","129","7","119","10","7","0"
"1847","D2","X6","0.125","128","8","119","9","7","1"
"1848","D20","X6","0","128","8","118","10","8","0"
"1849","D21","X6","0","129","7","119","10","7","0"
"1850","D22","X6","0","134","2","124","10","2","0"
"1851","D23","X6","0","134","2","124","10","2","0"
"1852","D24","X6","0.0384615384615385","110","26","101","9","25","1"
"1853","D25","X6","0","132","4","122","10","4","0"
"1854","D26","X6","0","134","2","124","10","2","0"
"1855","D27","X6","0","131","5","121","10","5","0"
"1856","D28","X6","0","130","6","120","10","6","0"
"1857","D29","X6","0.119047619047619","94","42","89","5","37","5"
"1858","D3","X6","0","134","2","124","10","2","0"
"1859","D30","X6","0.0967741935483871","74","62","70","4","56","6"
"1860","D31","X6","0.0588235294117647","119","17","110","9","16","1"
"1861","D32","X6","0.108108108108108","99","37","93","6","33","4"
"1862","D33","X6","0","124","12","114","10","12","0"
"1863","D34","X6","0","133","3","123","10","3","0"
"1864","D35","X6","0","134","2","124","10","2","0"
"1865","D36","X6","0","128","8","118","10","8","0"
"1866","D37","X6","0.136363636363636","114","22","107","7","19","3"
"1867","D38","X6","0","133","3","123","10","3","0"
"1868","D39","X6","0.2","121","15","114","7","12","3"
"1869","D4","X6","0","132","4","122","10","4","0"
"1870","D40","X6","0","131","5","121","10","5","0"
"1871","D41","X6","0.142857142857143","129","7","120","9","6","1"
"1872","D42","X6","0","133","3","123","10","3","0"
"1873","D43","X6","0","133","3","123","10","3","0"
"1874","D44","X6","0.131578947368421","98","38","93","5","33","5"
"1875","D45","X6","0.0833333333333333","124","12","115","9","11","1"
"1876","D46","X6","0.157894736842105","98","38","94","4","32","6"
"1877","D47","X6","0.0833333333333333","124","12","115","9","11","1"
"1878","D48","X6","0.192307692307692","110","26","105","5","21","5"
"1879","D49","X6","0.0769230769230769","123","13","114","9","12","1"
"1880","D5","X6","0.333333333333333","133","3","124","9","2","1"
"1881","D50","X6","0","134","2","124","10","2","0"
"1882","D51","X6","0","135","1","125","10","1","0"
"1883","D52","X6","0","134","2","124","10","2","0"
"1884","D53","X6","0","134","2","124","10","2","0"
"1885","D9","X6","0","135","1","125","10","1","0"
"1886","RMDQ1_v1","X6","0.0428571428571429","111","70","102","9","67","3"
"1887","RMDQ2_v1","X6","0.04","106","75","97","9","72","3"
"1888","RMDQ3_v1","X6","0.0909090909090909","117","66","111","6","60","6"
"1889","RMDQ4_v1","X6","0.0851063829787234","136","47","128","8","43","4"
"1890","RMDQ5_v1","X6","0.114754098360656","122","61","117","5","54","7"
"1891","RMDQ6_v1","X6","0.145833333333333","135","48","130","5","41","7"
"1892","RMDQ7_v1","X6","0.121212121212121","149","33","141","8","29","4"
"1893","RMDQ8_v1","X6","0.125","174","8","163","11","7","1"
"1894","RMDQ9_v1","X6","0.103448275862069","153","29","144","9","26","3"
"1895","RMDQ10_v1","X6","0.0882352941176471","148","34","139","9","31","3"
"1896","RMDQ11_v1","X6","0.111111111111111","146","36","138","8","32","4"
"1897","RMDQ12_v1","X6","0.111111111111111","146","36","138","8","32","4"
"1898","RMDQ13_v1","X6","0.0789473684210526","144","38","135","9","35","3"
"1899","RMDQ14_v1","X6","0.05","142","40","132","10","38","2"
"1900","RMDQ15_v1","X6","0.0833333333333333","158","24","148","10","22","2"
"1901","RMDQ16_v1","X6","0.0967741935483871","151","31","142","9","28","3"
"1902","RMDQ17_v1","X6","0.0769230769230769","143","39","134","9","36","3"
"1903","RMDQ18_v1","X6","0.0645161290322581","151","31","141","10","29","2"
"1904","RMDQ19_v1","X6","0.0740740740740741","155","27","145","10","25","2"
"1905","RMDQ20_v1","X6","0.125","150","32","142","8","28","4"
"1906","RMDQ21_v1","X6","0.075","142","40","133","9","37","3"
"1907","RMDQ22_v1","X6","0.0909090909090909","149","33","140","9","30","3"
"1908","RMDQ23_v1","X6","0.0967741935483871","151","31","142","9","28","3"
"1909","RMDQ24_v1","X6","0.1","152","30","143","9","27","3"
"1910","DN4_1a_v1","X6","0.0493827160493827","102","81","95","7","77","4"
"1911","DN4_1b_v1","X6","0.025","142","40","133","9","39","1"
"1912","DN4_1c_v1","X6","0.0769230769230769","133","52","126","7","48","4"
"1913","DN4_2a_v1","X6","0.0851063829787234","138","47","131","7","43","4"
"1914","DN4_2b_v1","X6","0.0727272727272727","130","55","123","7","51","4"
"1915","DN4_2c_v1","X6","0.037037037037037","129","54","120","9","52","2"
"1916","DN4_2d_v1","X6","0.285714285714286","178","7","169","9","5","2"
"1917","DN4_3a_v1","X6","0","179","6","168","11","6","0"
"1918","DN4_3b_v1","X6","0","178","7","167","11","7","0"
"1919","DN4_4_v1","X6","0","180","5","169","11","5","0"
"1920","Fuma","Livrar_costas","0.818181818181818","79","33","9","70","6","27"
"1921","Cirurgia_coluna","Livrar_costas","0.86","63","50","8","55","7","43"
"1922","Aposentado","Livrar_costas","0.961538461538462","93","26","13","80","1","25"
"1923","Desempregado","Livrar_costas","0.846153846153846","92","26","10","82","4","22"
"1924","Licenca_Medica","Livrar_costas","0.9375","103","16","13","90","1","15"
"1925","Aposentado_Invalidez","Livrar_costas","0.75","109","8","13","96","2","6"
"1926","Analg.e9.sicos","Livrar_costas","0.88659793814433","26","97","4","22","11","86"
"1927","OutraDoenca","Livrar_costas","0.862745098039216","70","51","7","63","7","44"
"1928","Dor_costas","Livrar_costas","0.918918918918919","16","111","7","9","9","102"
"1929","Dor_pernas","Livrar_costas","0.771929824561403","68","57","2","66","13","44"
"1930","Retornar_trabalho","Livrar_costas","0.9","101","20","12","89","2","18"
"1931","Masc","Livrar_costas","0.908045977011494","41","87","8","33","8","79"
"1932","Fem","Livrar_costas","0.804878048780488","87","41","8","79","8","33"
"1933","Casado_Amasiado","Livrar_costas","0.891304347826087","66","46","10","56","5","41"
"1934","Solteiro","Livrar_costas","0.88","62","50","9","53","6","44"
"1935","Separado_Divorciado","Livrar_costas","0.8","107","5","14","93","1","4"
"1936","X4","Livrar_costas","0.5","110","2","14","96","1","1"
"1937","X5","Livrar_costas","0.5","110","2","14","96","1","1"
"1938","X6","Livrar_costas","0.857142857142857","105","7","14","91","1","6"
"1939","Livrar_costas","Livrar_costas","1","16","112","16","0","0","112"
"1940","Livrar_perna","Livrar_costas","0","114","14","2","112","14","0"
"1941","Livrar_perda_sens","Livrar_costas","0","126","2","14","112","2","0"
"1942","D1","Livrar_costas","1","99","1","14","85","0","1"
"1943","D15","Livrar_costas","0.666666666666667","94","6","12","82","2","4"
"1944","D16","Livrar_costas","0.894736842105263","81","19","12","69","2","17"
"1945","D17","Livrar_costas","1","96","4","14","82","0","4"
"1946","D18","Livrar_costas","1","88","12","14","74","0","12"
"1947","D19","Livrar_costas","1","95","5","14","81","0","5"
"1948","D2","Livrar_costas","1","93","7","14","79","0","7"
"1949","D20","Livrar_costas","1","93","7","14","79","0","7"
"1950","D21","Livrar_costas","1","93","7","14","79","0","7"
"1951","D22","Livrar_costas","1","99","1","14","85","0","1"
"1952","D23","Livrar_costas","1","98","2","14","84","0","2"
"1953","D24","Livrar_costas","1","75","25","14","61","0","25"
"1954","D25","Livrar_costas","1","96","4","14","82","0","4"
"1955","D26","Livrar_costas","1","98","2","14","84","0","2"
"1956","D27","Livrar_costas","1","95","5","14","81","0","5"
"1957","D28","Livrar_costas","1","94","6","14","80","0","6"
"1958","D29","Livrar_costas","0.825","60","40","7","53","7","33"
"1959","D3","Livrar_costas","1","99","1","14","85","0","1"
"1960","D30","Livrar_costas","0.836065573770492","39","61","4","35","10","51"
"1961","D31","Livrar_costas","0.764705882352941","83","17","10","73","4","13"
"1962","D32","Livrar_costas","0.805555555555556","64","36","7","57","7","29"
"1963","D33","Livrar_costas","0.666666666666667","88","12","10","78","4","8"
"1964","D34","Livrar_costas","1","98","2","14","84","0","2"
"1965","D35","Livrar_costas","1","99","1","14","85","0","1"
"1966","D36","Livrar_costas","0.571428571428571","93","7","11","82","3","4"
"1967","D37","Livrar_costas","0.85","80","20","11","69","3","17"
"1968","D38","Livrar_costas","0","97","3","11","86","3","0"
"1969","D39","Livrar_costas","0.785714285714286","86","14","11","75","3","11"
"1970","D4","Livrar_costas","1","98","2","14","84","0","2"
"1971","D40","Livrar_costas","0.25","96","4","11","85","3","1"
"1972","D41","Livrar_costas","0.833333333333333","94","6","13","81","1","5"
"1973","D42","Livrar_costas","1","98","2","14","84","0","2"
"1974","D43","Livrar_costas","1","98","2","14","84","0","2"
"1975","D44","Livrar_costas","0.777777777777778","64","36","6","58","8","28"
"1976","D45","Livrar_costas","0.666666666666667","88","12","10","78","4","8"
"1977","D46","Livrar_costas","0.75","64","36","5","59","9","27"
"1978","D47","Livrar_costas","0.583333333333333","88","12","9","79","5","7"
"1979","D48","Livrar_costas","0.75","76","24","8","68","6","18"
"1980","D49","Livrar_costas","0.692307692307692","87","13","10","77","4","9"
"1981","D5","Livrar_costas","1","97","3","14","83","0","3"
"1982","D50","Livrar_costas","1","99","1","14","85","0","1"
"1983","D51","Livrar_costas","1","99","1","14","85","0","1"
"1984","D52","Livrar_costas","1","99","1","14","85","0","1"
"1985","D53","Livrar_costas","1","99","1","14","85","0","1"
"1986","D9","Livrar_costas","1","99","1","14","85","0","1"
"1987","RMDQ1_v1","Livrar_costas","0.882352941176471","71","51","10","61","6","45"
"1988","RMDQ2_v1","Livrar_costas","0.892857142857143","66","56","10","56","6","50"
"1989","RMDQ3_v1","Livrar_costas","0.936170212765957","77","47","13","64","3","44"
"1990","RMDQ4_v1","Livrar_costas","0.96969696969697","91","33","15","76","1","32"
"1991","RMDQ5_v1","Livrar_costas","0.926829268292683","83","41","13","70","3","38"
"1992","RMDQ6_v1","Livrar_costas","0.909090909090909","91","33","13","78","3","30"
"1993","RMDQ7_v1","Livrar_costas","0.923076923076923","97","26","14","83","2","24"
"1994","RMDQ8_v1","Livrar_costas","1","116","7","16","100","0","7"
"1995","RMDQ9_v1","Livrar_costas","0.909090909090909","101","22","14","87","2","20"
"1996","RMDQ10_v1","Livrar_costas","0.925925925925926","96","27","14","82","2","25"
"1997","RMDQ11_v1","Livrar_costas","0.925925925925926","96","27","14","82","2","25"
"1998","RMDQ12_v1","Livrar_costas","0.931034482758621","94","29","14","80","2","27"
"1999","RMDQ13_v1","Livrar_costas","0.928571428571429","95","28","14","81","2","26"
"2000","RMDQ14_v1","Livrar_costas","0.90625","91","32","13","78","3","29"
"2001","RMDQ15_v1","Livrar_costas","0.833333333333333","105","18","13","92","3","15"
"2002","RMDQ16_v1","Livrar_costas","0.91304347826087","100","23","14","86","2","21"
"2003","RMDQ17_v1","Livrar_costas","0.923076923076923","97","26","14","83","2","24"
"2004","RMDQ18_v1","Livrar_costas","0.875","99","24","13","86","3","21"
"2005","RMDQ19_v1","Livrar_costas","0.9","103","20","14","89","2","18"
"2006","RMDQ20_v1","Livrar_costas","0.916666666666667","99","24","14","85","2","22"
"2007","RMDQ21_v1","Livrar_costas","0.9375","91","32","14","77","2","30"
"2008","RMDQ22_v1","Livrar_costas","0.909090909090909","101","22","14","87","2","20"
"2009","RMDQ23_v1","Livrar_costas","0.916666666666667","99","24","14","85","2","22"
"2010","RMDQ24_v1","Livrar_costas","0.91304347826087","100","23","14","86","2","21"
"2011","DN4_1a_v1","Livrar_costas","0.824561403508772","61","57","5","56","10","47"
"2012","DN4_1b_v1","Livrar_costas","0.869565217391304","96","23","13","83","3","20"
"2013","DN4_1c_v1","Livrar_costas","0.828571428571429","85","35","10","75","6","29"
"2014","DN4_2a_v1","Livrar_costas","0.774193548387097","89","31","9","80","7","24"
"2015","DN4_2b_v1","Livrar_costas","0.875","80","40","11","69","5","35"
"2016","DN4_2c_v1","Livrar_costas","0.789473684210526","80","38","7","73","8","30"
"2017","DN4_2d_v1","Livrar_costas","1","115","5","16","99","0","5"
"2018","DN4_3a_v1","Livrar_costas","1","116","4","16","100","0","4"
"2019","DN4_3b_v1","Livrar_costas","1","116","4","16","100","0","4"
"2020","DN4_4_v1","Livrar_costas","1","117","3","16","101","0","3"
"2021","Fuma","Livrar_perna","0.181818181818182","79","33","71","8","27","6"
"2022","Cirurgia_coluna","Livrar_perna","0.12","63","50","56","7","44","6"
"2023","Aposentado","Livrar_perna","0.0384615384615385","93","26","81","12","25","1"
